food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,ingredients,Meal Type,Cluster,Breakfast,Lunch,Dinner,Bevrage,Curry,Snack,chutney
Sunset and sunrise open sandwich(1 piece),1008.85,241.31,18.89,8.58,15.14,1.95,1.39,123.49,114.07,"Bread, tomatoes, lettuce, cheese",veg,1,1,0,0,0,0,0,0
Danish lunch(1 piece),812.59,193.82,17.77,9.03,10.1,1.13,1.52,124.4,77.13,"Bread, cold cuts, cheese",veg,1,1,0,0,0,0,0,0
Chicken and corn open sandwich(1 piece),789.41,188.16,19.21,8.63,8.83,2.48,1.67,31.78,65.13,"Chicken, corn, bread, cheese",non veg,1,1,0,0,0,0,0,0
Chocolate sponge cake(1 piece),1011.33,239.86,39.54,9.13,5.51,25,0.52,173.46,33.99,"Flour, cocoa powder, sugar, eggs",veg,0,0,0,0,1,0,0,0
Chocolate swiss roll(1 piece),1275.42,306.08,26.97,6.01,19.76,18.83,0.29,138.28,42.79,"Flour, cocoa powder, sugar, eggs, butter",veg,0,0,0,0,1,0,0,0
Lemon curd filling(1 piece),945.72,225.62,26.41,3.43,12.58,26.13,0,118.13,16.39,"Lemons, sugar, eggs, butter",veg,0,0,0,0,1,0,0,0
Jam filling(1 piece),772.43,184.62,46.15,0,0,41.54,0,0,0,"Jam, butter, sugar",veg,0,0,0,0,1,0,0,0
Chocolate pastry(1 piece),1022.02,243.37,32.24,7.05,10.12,22.34,0.32,121.03,50.7,"Flour, cocoa powder, butter, sugar, eggs",veg,0,0,0,0,1,0,0,0
Assorted pastry(1 piece),968.81,230.74,31.99,6.78,8.91,19.7,0.43,131.02,47.2,"Flour, butter, sugar, eggs, fruit",veg,0,0,0,0,1,0,0,0
Orange gateau(1 piece),748.22,178.05,27.01,4.78,6.02,18.33,0.68,87.91,41.69,"Flour, sugar, eggs, oranges, butter",veg,1,0,0,0,1,0,0,0
Black forest gateau(1 piece),915.48,217.82,30.57,5.94,8.58,21.97,0.28,107.21,46.79,"Flour, cocoa powder, cherries, sugar, eggs",veg,0,0,0,0,1,0,0,0
Lemon cake(1 piece),1560.33,373.85,43.1,5.29,20.63,25.84,0.62,123.01,32.77,"Flour, sugar, eggs, lemons",veg,0,0,0,0,1,0,0,0
Dundee cake(1 piece),1656.16,396.62,41.4,7.78,22.7,21.3,1.81,111.12,58.11,"Flour, sugar, dried fruits, eggs, butter",veg,0,0,0,0,1,0,0,0
Victorian sandwich cake(1 piece),1557.31,373.09,44.74,5.18,19.83,28.18,0.59,117.02,36.25,"Flour, sugar, butter, eggs",veg,0,0,0,0,1,0,0,0
Chocolate eggless cake(1 piece),1308.4,312.01,43.45,6.66,13.19,34.2,0.32,35.49,185.38,"Flour, cocoa powder, sugar, baking soda",veg,0,0,0,0,1,0,0,0
Orange eggless cake(1 piece),1491.28,355.62,52.65,7.16,13.82,37.87,0.56,40.97,205.84,"Flour, sugar, orange juice, baking soda",veg,0,0,0,0,1,0,0,0
Chocolate glace icing(1 piece),1832.75,436.29,62.43,3.22,20.8,59.88,0,44.49,26.75,"Cocoa powder, sugar, butter, milk",veg,0,0,0,0,1,0,0,0
Almond biscuit (Badam ke biscuit)(2 pieces),1702.04,407.74,52.14,6.25,19.7,22.19,1.5,73.79,44.05,"Almonds, flour, sugar, butter",veg,0,0,0,0,0,0,1,0
Orange biscuit(2 pieces),1488.94,354.78,62.11,3.63,11.01,42.63,0.75,51.51,20.35,"Oranges, flour, sugar, butter",veg,0,0,0,0,0,0,1,0
Gingerman biscuit(2 pieces),1495.83,357.43,55.24,6.26,12.73,21.64,2,70.42,41.35,"Flour, ginger, butter, sugar",veg,0,0,0,0,0,0,1,0
Coffee drops(2 pieces),1850.76,443.07,43.06,7.57,27.16,18.27,1.88,94.23,57.09,"Coffee, sugar, egg white, butter",veg,0,0,0,0,0,0,1,0
Christmas biscuit(2 pieces),1697.5,406.07,60.97,5.67,15.88,26.01,2.17,64.54,29.07,"Flour, sugar, butter, spices",veg,0,0,0,0,0,0,1,0
Christmas wreath biscuit(2 pieces),1613.81,386.05,58.07,5.43,15.01,24.89,2.28,60.87,29.71,"Flour, butter, sugar, food coloring",veg,0,0,0,0,0,0,1,0
Christmas bell biscuit(2 pieces),1692.4,404.85,60.79,5.66,15.84,25.94,2.33,64.34,32,"Flour, sugar, butter, milk",veg,0,0,0,0,0,0,1,0
Christmas star biscuit(2 pieces),1652.38,392.03,74.54,3.54,10.04,53.05,1.47,35.98,22.75,"Flour, butter, sugar, vanilla essence",veg,0,0,0,0,0,0,1,0
Christmas tree biscuit(2 pieces),1612.1,385.63,58.41,5.43,15,24.77,2.65,60.87,35.04,"Flour, sugar, butter, green food coloring",veg,0,0,0,0,0,0,1,0
Chocolate cream shells(1 piece),1786.52,427.17,59.26,5.1,19.34,34.72,0.9,80.56,28.53,"Chocolate, cream, butter, sugar",veg,0,0,0,0,0,0,1,0
Jelly biscuit(2 pieces),1695.15,404.61,55.24,4.23,19.33,29.76,2.02,44.67,36.46,"Flour, butter, sugar, jelly",veg,0,0,0,0,0,0,1,0
Cherry and walnut cookies(2 pieces),1772.21,422.6,59.35,5.63,18.75,30.37,1.3,60.15,46.27,"Cherries, walnuts, flour, butter, sugar",veg,0,0,0,0,0,0,1,0
Cheese straws(1 piece),1586.28,382,30.61,9.83,24.28,1.79,1.29,201.93,160.64,"Cheese, flour, butter, salt",veg,1,0,0,0,0,0,1,0
Butterfly biscuit(2 pieces),1418.18,341.45,25.33,9.98,22.11,2.44,1.02,169.12,202.49,"Flour, butter, sugar, eggs",veg,1,0,0,0,0,0,1,0
Flan pastry(2 pieces),1851.27,445.8,47.84,6.72,25.04,6.22,1.58,102.33,21.85,"Flour, butter, sugar, eggs",veg,0,0,0,0,0,0,1,0
Fruit flan(2 pieces),1087.8,261.35,34.71,3.3,12.48,9.52,0.71,49.52,19.28,"Flour, butter, sugar, cream, fruits",veg,1,0,0,0,0,0,1,0
Orange cream flan(2 pieces),1173.35,280.28,36.16,4.73,13.59,25.27,0.63,119.55,27.9,"Flour, butter, sugar, orange, cream",veg,0,0,0,0,0,0,1,0
Fruit puree tart(2 pieces),1190.17,286.5,30.42,3.35,16.83,9.79,1.31,42.87,19.64,"Flour, butter, sugar, fruit puree",veg,1,0,0,0,0,0,1,0
Apple banana pie(1 piece),1017.17,243.99,32.12,3.13,11.39,12.96,1.89,24.66,21.23,"Apples, bananas, flour, butter, sugar",veg,0,0,0,0,0,0,1,0
Lemon chiffon pie(1 piece),1079.99,259.31,27.63,4.88,14.52,11.39,0.66,70.3,34.43,"Lemon, sugar, flour, cream, butter",veg,1,0,0,0,0,0,1,0
Orange chiffon pie(1 piece),864.81,207.57,23.14,3.89,11.16,10.46,0.7,53.94,30.34,"Orange, flour, sugar, cream, butter",veg,1,0,0,0,0,0,1,0
Cream buns(1 piece),895.95,215.74,14.16,4.45,15.81,5.95,0.31,93.93,45.27,"Flour, butter, cream, sugar",veg,1,0,0,0,0,0,1,0
Savoury puffs(1 piece),793.43,190.79,10.8,9.51,15.24,4.51,0.33,70.73,68.83,"Flour, butter, cheese, spices",veg,1,0,0,0,0,0,1,0
Choux swans(1 piece),898.83,216.34,14.92,4.35,15.6,6.13,0.35,92.21,44.67,"Flour, eggs, butter, cream",veg,1,0,0,0,0,0,1,0
Potato aigrettes(1 piece),2182.95,530.03,8.01,2.35,54.24,0.73,0.45,49.7,9.2,"Potatoes, flour, butter, cream",veg,2,0,0,0,0,0,1,0
Cream horns(2 pieces),1687.81,408.23,23.12,3.42,33.55,7.12,0.6,93.08,30.93,"Flour, cream, sugar, butter",veg,1,0,0,0,0,0,1,0
Savoury cheese horns(2 pieces),1224.1,295.15,21.38,5.66,20.71,2.74,0.73,50.63,121.83,"Flour, cheese, butter, spices",veg,1,0,0,0,0,0,1,0
Paneer patties(2 pieces),1403.85,338.58,22.79,7.6,23.96,4.04,1.18,45.19,129.9,"Paneer, potatoes, flour, spices",veg,1,0,0,0,0,0,1,0
Vegetable patties (2 pieces),1084.76,261.92,20.98,4.01,17.74,1.49,2.62,39.33,18.96,"Vegetables, potatoes, flour, spices",veg,1,0,0,0,0,0,1,0
Sajina(2 pieces),1444.6,345.26,66.87,10.81,3.03,25.89,7.62,0,54.4,"Vegetables, lentils, spices",veg,0,0,0,0,0,0,1,0
Cereal mix (1 cup),505.48,120.81,21.84,3.32,2.02,10.68,2.03,0,21.4,"Cereals, nuts, sugar",veg,1,1,0,0,0,0,0,0
Pulse mix(1 cup),348.5,83.29,16,3.16,0.54,6.59,2.25,0,14.93,"Pulses, spices, oil",veg,1,1,0,0,0,0,0,0
Chickpea flour cookies (2 pieces),867.72,207.01,39.64,4.29,3.42,30.66,2.56,6.15,54.95,"Chickpea flour, butter, sugar",veg,0,0,0,0,0,0,1,0
Pearl millet mathri(2 pieces),3231.65,785.08,7.42,1.82,83.12,0.16,1.36,6.55,4.63,"Pearl millet flour, spices, oil",veg,2,1,0,0,0,0,0,0
Sesame biscuit (2 pieces),1767.18,424.03,53.65,8.27,19.34,29.73,6.83,28.19,298.06,"Sesame seeds, flour, sugar, butter",veg,0,0,0,0,0,0,1,0
Fermented bengal gram vada(2 pieces),2707.74,657.57,8.68,4.05,67.19,0.35,2.65,0,20.5,"Bengal gram, spices, flour",veg,2,0,0,0,0,0,1,0
Poshtik namak paras(1 cup),2534.41,613.39,19.52,6.49,56.58,0.87,4.55,14.3,60.74,"Flour, salt, spices, oil",veg,2,0,0,0,0,0,1,0
Soya chikki(2 pieces),1764.45,423.7,62.89,7.18,15.51,45.47,3.55,32.71,81.25,"Soya chunks, jaggery, nuts",veg,0,0,0,0,0,0,1,0
Besan bathua chilla(2 pieces),1560.66,373.82,40.65,11.48,18.57,1.45,7.79,40.83,64.75,"Chickpea flour, bathua leaves, spices",veg,0,1,0,0,0,0,0,0
Wheat flour and nuts ladoos (2 pieces),1633.28,391.9,44.31,9.46,19.19,15.94,7.3,25.45,127.29,"Wheat flour, nuts, ghee, sugar",veg,0,0,0,0,1,0,0,0
Gram flour and semolina dhokla(2 pieces),834.64,198.91,25.92,8.52,7.1,2.58,4.59,1.39,66.66,"Gram flour, semolina, spices, yogurt",veg,1,1,0,0,0,0,0,0
Atta dal burfi (2 pieces),1250.23,298.8,40.64,6.66,12.47,21.08,4.08,23.81,17.07,"Wheat flour, dal, ghee, sugar",veg,0,0,0,0,1,0,0,0
Soya roti(2 pieces),1183.77,283.96,40.03,9.18,9.23,1.58,8.71,0.02,53.42,"Soya flour, wheat flour, water",veg,0,0,0,1,0,0,0,0
Poshtik khichdi(1 bowl),390.17,93.37,15.64,3.04,1.88,0.26,2,0,30.41,"Rice, lentils, vegetables, spices",veg,1,1,0,0,0,0,0,0
Namkeen daliya(2 pieces),1230.1,295.11,49.32,8.29,7.99,0.82,8.57,0,35.98,"Broken wheat, vegetables, spices",veg,0,1,0,0,0,0,0,0
Sprouts upma (1 cup),1318.5,316.25,44.96,9.5,10.44,1.67,7.16,0,36.78,"Sprouts, semolina, vegetables, spices",veg,0,1,0,0,0,0,0,0
Semolina idli (4 pieces),864.39,206.39,33.67,9.34,3.47,3.42,5.85,3.48,100.85,"Semolina, yogurt, spices",veg,1,1,0,0,0,0,0,0
Poshtik chilla(1 piece),665.91,159.53,27.47,4.85,3.04,1.22,4.91,0,18.18,"Lentil flour, vegetables, spices",veg,1,1,0,0,0,0,0,0
Stuffed bittergourd (dry) (1 cup),896.16,217.65,2.49,1.29,22.38,0.07,3,0,16.72,"Bitter gourd, spices, oil",veg,1,1,0,0,0,0,0,0
Cauliflower potato canjee(1 cup),70.25,16.79,2.63,0.57,0.39,0.13,0.69,0,6.78,"Cauliflower, potatoes, yogurt, spices",veg,1,0,0,0,0,1,0,0
Creamed spinach(1 cup),403.43,96.91,4.44,5.18,6.39,1.59,1.33,59.6,122.3,"Spinach, cream, butter, spices",veg,1,0,0,0,0,1,0,0
Mango milkshake with ice cream (1 cup),287.54,68.35,9.18,1.93,2.8,9.11,0.23,1.3,69.36,"Mango, milk, sugar, ice cream",veg,1,0,0,0,1,0,0,0
Pineapple milkshake with ice cream (1 cup),288.13,68.49,9.33,1.93,2.75,9.2,0.42,1.3,68.78,"Pineapple, milk, sugar, ice cream",veg,1,0,0,0,1,0,0,0
Orange milkshake with ice cream (1 cup),285.31,67.82,9.15,1.95,2.75,9,0.16,1.3,69.8,"Orange, milk, sugar, ice cream",veg,1,0,0,0,1,0,0,0
Woodapple juice (1 glass),144.5,34.18,6.51,0.63,0.7,5.75,1.03,0,11.85,"Woodapple, sugar, water",veg,1,0,0,0,1,0,0,0
Sattu drink(1 glass),98.99,23.38,5.16,0.56,0.14,3.96,0.4,0,1.59,"Sattu flour, water, lemon, salt",veg,1,0,0,0,1,0,0,0
Apple and honey sorbet(1 glass),515.02,121.3,30.74,0.15,0.29,29.18,1.13,0,9.11,"Apple, honey, sugar, lemon juice",veg,0,0,0,0,1,0,0,0
Thandai(1 glass),424.55,101.18,9.13,3.59,5.89,8.21,0.8,0,112.31,"Milk, sugar, almonds, cardamom, saffron",veg,1,0,0,0,1,0,0,0
Cucumber sharbat (1 glass),115.77,27.28,6.64,0.26,0.06,5.46,0.78,0,6.49,"Cucumber, lemon, sugar, water",veg,1,0,0,0,1,0,0,0
Apple oats chia seed smoothie(1 glass),361.61,85.64,13.07,3.49,2.48,5.76,1.44,4.32,88.89,"Apple, oats, chia seeds, milk",veg,1,1,0,0,0,0,0,0
Nannari sharbat(1 glass),378.57,88.79,23.62,0.01,0.01,23.58,0,0,2.67,"Nannari syrup, water, sugar, lemon",veg,1,0,0,0,1,0,0,0
Semolina milk drink (1 glass),185.09,44.16,6.93,0.98,1.36,3.88,0.72,0.93,8.26,"Semolina, milk, sugar, cardamom",veg,1,0,0,0,1,0,0,0
Saffron milk (1 glass),429.93,102.18,12.64,3.17,4.57,12.5,0.14,0,110.88,"Milk, saffron, sugar, cardamom",veg,1,0,0,0,1,0,0,0
Black rice kheer (1 glass),621.5,147.94,22.93,4.37,4.91,12.57,0.76,0,94.89,"Black rice, milk, sugar, cardamom",veg,1,0,0,0,1,0,0,0
Coconut kheer(1 glass),683.01,162.61,14.42,3.4,10.55,13.73,1.53,3.22,89.52,"Coconut milk, rice, sugar, cardamom",veg,1,0,0,0,1,0,0,0
Apple sago payasam (1 glass),571.98,136.5,14.4,3.13,7.66,10.63,0.38,10.85,102.11,"Apple, sago, milk, sugar",veg,1,0,0,0,1,0,0,0
Kesari bath(1 plate),1022.15,244.57,31.38,2.4,12.59,20.16,1.65,27.84,7.7,"Semolina, sugar, ghee, saffron",veg,0,0,0,0,1,0,0,0
Putharekulu(1 piece),1334.19,318.3,59.61,3.66,7.55,23.86,1.75,18.39,6.11,"Rice flour, jaggery, ghee",veg,0,0,0,0,1,0,0,0
Mango malpua(1 piece),1381.8,334.64,12.84,1.65,30.67,4.96,2.08,75.21,10.64,"Mango, flour, milk, sugar",veg,1,0,0,0,1,0,0,0
Mango vanilla custard(1 piece),620.73,147.63,18.41,3.43,7.04,14.62,0.99,0.35,84.86,"Mango, custard, milk, sugar",veg,1,0,0,0,1,0,0,0
Kiwi granola pudding(1 piece),1182.49,280.99,32.33,5.6,15.36,15.08,3.71,20.27,62.2,"Kiwi, granola, yogurt, honey",veg,0,0,0,0,1,0,0,0
Oats burfi(1 piece),1793.8,425.19,62.47,8.89,17.27,32.93,4.96,10.33,128.58,"Oats, jaggery, ghee, nuts",veg,0,0,0,0,1,0,0,0
Lotus seed halwa (1 piece),1542.2,370.55,39.56,7.79,20.69,9.8,0.42,45.24,82.84,"Lotus seeds, sugar, ghee, cardamom",veg,0,0,0,0,1,0,0,0
Amaranth ladoo (1 piece),1891.64,454.15,51.33,10.12,22.7,19.92,5.11,33.64,144.58,"Amaranth, jaggery, ghee",veg,0,0,0,0,1,0,0,0
Chhena poda(1 piece),1447.91,344.57,33.64,13.68,17.94,30.65,1.4,3.31,295.29,"Chhena, sugar, semolina, cardamom",veg,0,0,0,0,1,0,0,0
Sweet couscous dessert(1 piece),827.12,196.2,29.69,3.81,7.69,15.89,2.18,9.37,30.94,"Couscous, sugar, milk, nuts",veg,0,0,0,0,1,0,0,0
Sweetened yogurt(1 cup),453.48,107.18,16.02,5.27,2.89,15.81,0.08,9.95,183.02,"Yogurt, sugar, saffron, cardamom",veg,1,0,0,0,1,0,0,0
Thickened sweetened milk (Rabri)(1 cup),431.75,102.79,10.55,3.52,5.35,10.09,0.19,0,111.87,"Milk, sugar, cardamom, saffron",veg,1,0,0,0,1,0,0,0
Gram flour halwa(1 cup),1156.72,276.79,25.78,5.88,17.3,15.83,1.82,33.12,77.42,"Gram flour, ghee, sugar, cardamom",veg,0,0,0,0,1,0,0,0
Prawn sandwich(1 piece),708.6,169.65,11.89,10.36,9.27,1.21,1.55,40.7,75.53,"Bread, prawns, mayonnaise, lettuce",non veg,1,0,0,0,1,0,0,0
Watercress sandwich(1 piece),962.39,229.42,28.03,5.17,11.47,1.81,2.26,26.56,98.16,"Bread, watercress, butter",veg,1,1,0,0,0,0,0,0
Fish sandwich (1 piece),627.64,150.2,10.09,4.72,10.37,1.04,1.23,8.41,47.28,"Bread, fish fillet, lettuce, mayonnaise",non veg,1,1,0,0,0,0,0,0
Kidney bean sandwich with cottage cheese(1 piece),739.56,176.64,18.86,9.85,6.84,3.69,3.66,2.67,166.63,"Bread, kidney beans, cottage cheese, spices",veg,1,1,0,0,0,0,0,0
Finger millet biscuit(2 pieces),1907.85,458.56,52.69,4.03,25.79,16.9,5.97,64.19,207.04,"Finger millet flour, butter, sugar",veg,0,0,0,0,0,0,1,0
Buttermilk biscuit(2 pieces),1339.64,322.54,34.93,5.76,17.5,3.44,1.18,45.41,67.16,"Flour, buttermilk, sugar, butter",veg,1,0,0,0,0,0,1,0
Lemon cookies(2 pieces),1643.42,394.48,42.19,5.63,23.02,23.47,0.78,82.16,72.04,"Flour, lemon zest, sugar, butter",veg,0,0,0,0,0,0,1,0
Sweet potato biscuit (2 pieces),1232.25,296.4,38.13,5.14,13.31,2.53,2.27,33.83,56.34,"Sweet potato, flour, butter, sugar",veg,1,0,0,0,0,0,1,0
Raspberry shortbread cookies(2 pieces),1842.71,441.12,61.25,3,21.25,40.86,0.75,54.36,13.81,"Raspberry, flour, sugar, butter",veg,0,0,0,0,0,0,1,0
Pumpkin cookies (2 pieces),920.79,218.4,44.69,2.51,3.93,31.62,1.06,22.23,19.36,"Pumpkin, flour, butter, sugar",veg,0,0,0,0,0,0,1,0
Greenpea cookies(2 pieces),666.9,159.42,23.07,6.53,4.24,14.45,5.32,0,48.45,"Green peas, flour, butter, sugar",veg,1,0,0,0,0,0,1,0
Sunflower cookies(2 pieces),2178.56,520.62,40.06,9.49,36.28,24.28,3.95,26.38,70.45,"Sunflower seeds, flour, butter, sugar",veg,0,0,0,0,0,0,1,0
Cardamom cookies (2 pieces),1675.99,400.49,53.99,5.1,19.12,38.99,2.79,111.21,25.21,"Cardamom, flour, sugar, butter",veg,0,0,0,0,0,0,1,0
Hazelnut cookies(2 pieces),2049.2,493.32,39.44,6.25,34.97,22.01,2.45,46.99,47.43,"Hazelnuts, flour, butter, sugar",veg,0,0,0,0,0,0,1,0
Milk cookies(2 pieces),1911.43,459.43,48.43,10.49,24.96,22.06,0.99,67.93,251.59,"Milk powder, flour, sugar, butter",veg,0,0,0,0,0,0,1,0
Cranberry cookies(2 pieces),1138.18,272.48,36.39,3.92,12.66,19.96,1.13,58.22,36.16,"Cranberries, flour, sugar, butter",veg,0,0,0,0,0,0,1,0
Olive biscuit(2 pieces),1829.9,438.29,55.01,3.2,23.75,32.27,0.82,48.63,10.76,"Olives, flour, butter, sugar",veg,0,0,0,0,0,0,1,0
Tutti fruitti biscuit(2 pieces),1749.34,420.78,53.12,5.21,17.9,15.75,5.43,44.48,23.81,"Tutti frutti, flour, butter, sugar",veg,0,0,0,0,0,0,1,0
Peach blueberry preserves(1 cup),754.71,177.38,45.76,0.53,0.2,45.33,1.14,0,9.03,"Peach, blueberries, sugar, lemon juice",veg,0,0,0,0,0,0,1,0
Pear preserves (1 cup),429.63,101.24,25.67,0.25,0.19,25.19,3.06,0,6.57,"Pear, sugar, lemon juice",veg,0,0,0,0,0,0,1,0
Starfruit preserves (1 cup),549.14,128.93,33.62,0.24,0.12,33.47,0.78,0,5.24,"Starfruit, sugar, lemon juice",veg,0,0,0,0,0,0,1,0
Gooseberry pickle  (1 cup),1165.95,278.58,7.61,1.55,27.61,0.36,3.7,0,31.17,"Gooseberry, mustard oil, spices",veg,1,0,0,0,0,1,0,0
Lotus stem pickle  (1 cup),429.02,102.69,20.07,1.44,1.6,2.53,8.58,0,137.73,"Lotus stem, mustard oil, spices",veg,1,0,0,0,0,1,0,0
Date pickle  (1 cup),760.31,182.29,34.66,1.68,4.21,30.47,5.2,0,41.49,"Dates, vinegar, sugar, spices",veg,0,0,0,0,0,1,0,0
Garlic pickle (1 cup),1705.32,413.62,9.75,3.72,39.88,2.32,5.13,0,54.66,"Garlic, mustard oil, vinegar, spices",veg,2,0,0,0,0,1,0,0
Fermented bamboo shoot pickle (1 cup),250.4,59.83,1.73,1.58,5.59,0.29,2.24,0,16.62,"Bamboo shoots, spices, mustard oil",veg,1,0,0,0,0,1,0,0
Sweet peach pickle  (1 cup),614.94,144.64,37.01,0.46,0.2,36.46,1.32,0,11.99,"Peaches, vinegar, sugar, spices",veg,0,0,0,0,0,1,0,0
Pickled mustard greens  (1 cup),54.9,13.12,1.05,1.51,0.22,0.02,1.7,0,81.44,"Mustard greens, vinegar, spices",veg,1,0,0,0,0,1,0,0
Small onion pickle  (1 cup),72.36,16.86,2.76,1.65,0.64,2.99,1.09,0,31.95,"Small onions, vinegar, mustard oil, spices",veg,1,0,0,0,0,1,0,0
Green tomato pickle (1 cup),796.26,193.26,2.87,1.23,19.67,0.77,1.74,0,14.22,"Green tomatoes, mustard oil, vinegar, spices",veg,1,0,0,0,0,1,0,0
Pickled cabbage  (1 cup),57.58,13.69,2.56,0.39,0.14,2.08,0.61,0,15.96,"Cabbage, vinegar, sugar, spices",veg,1,0,0,0,0,1,0,0
Coconut pickle (1 cup),2138.84,517.26,11.53,3.02,51.71,8.98,6.35,0,44.78,"Coconut, mustard oil, vinegar, spices",veg,2,0,0,0,0,1,0,0
Potato pickle (1 cup),1522.11,369.14,7.87,2.07,36.46,0.82,2.21,0,48.46,"Potatoes, mustard oil, vinegar, spices",veg,1,0,0,0,0,1,0,0
Mango murabba candy(1 piece),1249.53,293.35,77.32,0.27,0.05,74.73,0.95,0,16.55,"Mango, sugar, cardamom, saffron",veg,0,0,0,0,1,0,0,0
Afghani chicken(1 plate),633.34,151.51,1.95,15.66,9.07,0.83,0.31,42.14,35.14,"Chicken, yogurt, cream, spices",non veg,1,0,0,0,0,1,0,0
Fish orly(1 plate),2321.86,563.7,4.27,5.87,58.18,0.24,0.33,11.78,9.55,"Fish fillet, flour, eggs, breadcrumbs",non veg,2,0,0,0,0,1,0,0
Hariyali Fish Tikka(1 plate),625.11,150.24,2.21,14.01,9.41,0.83,0.99,43.28,34.86,"Fish, green chutney, yogurt, spices",non veg,1,0,0,0,0,1,0,0
Chicken manchurian(1 plate),592.26,142.34,6.06,9.53,11.96,0.9,0.41,37.88,26.52,"Chicken, soy sauce, cornflour, vegetables",non veg,1,0,0,0,0,1,0,0
Handi chicken(1 plate),694.87,166.02,1.49,12.32,12.46,0.75,0.67,33.71,26.85,"Chicken, onions, tomatoes, yogurt, spices",non veg,1,0,0,0,0,1,0,0
Lemon chicken(1 plate),709.57,169.79,0.55,20.2,9.66,0.16,0.16,60.15,17.4,"Chicken, lemon, garlic, spices",non veg,1,0,0,0,0,1,0,0
Lemon butter fish(1 plate),666.72,160.25,0.75,16.38,10.26,0.23,0.36,46.11,18.66,"Fish fillet, lemon, butter, spices",non veg,1,0,0,0,0,1,0,0
Baked eggs in tomato sauce(1 plate),335.9,80.05,3.78,4.92,5.22,2.03,0.01,77.26,71.94,"Eggs, tomatoes, onions, spices",non veg,1,0,0,0,0,1,0,0
Egg in a pepper(1 plate),538.83,128.78,0.17,12.64,8.68,0.05,0.17,345.88,48.25,"Eggs, bell peppers, spices",non veg,1,0,0,0,0,1,0,0
Spinach mushroom scrambled egg (1 plate),663.88,158.85,0.59,13.28,11.51,0.1,0.39,276.56,140.31,"Spinach, mushrooms, eggs, spices",non veg,1,1,0,0,0,0,0,0
Corn omelette(1 plate),695.24,166.93,1.57,11.37,12.89,0.41,0.02,253.36,96.22,"Corn, eggs, spices",non veg,1,1,0,0,0,0,0,0
Cajun chicken(1 plate),768.11,184.94,1.94,12.69,13.99,1.1,0.89,39.32,156.98,"Chicken, Cajun seasoning, butter",non veg,1,0,0,0,0,1,0,0
Paaner do pyaza(1 plate),529.49,127.7,3.41,4.22,10.87,2.2,0.84,15.07,57.22,"Paneer, onions, tomatoes, spices",veg,1,0,0,0,0,1,0,0
Cabbage manchurian (1 plate),924.16,224.26,4.85,0.64,22.48,0.33,0.37,0.18,3.18,"Cabbage, flour, soy sauce, spices",veg,1,0,0,0,0,0,1,0
Gobi 65(1 plate),1145.98,278.29,3.59,0.56,29.11,0.29,0.57,0.29,12.37,"Cauliflower, flour, yogurt, spices",veg,1,0,0,0,0,0,1,0
Paneer lababdar(1 plate),437.87,105.48,3.37,3.98,8.46,1.96,1.16,7.19,55.56,"Paneer, tomatoes, cream, spices",veg,1,0,0,0,0,1,0,0
Roasted cauliflower steak(1 plate),325.09,78.68,2.02,2.05,6.7,0.44,3.53,0,24.47,"Cauliflower, olive oil, spices",veg,1,0,0,0,0,1,0,0
Sauteed radishes with green beans(1 plate),392.94,94.32,6.04,2.41,6.61,1.78,3.52,7.44,40.2,"Radishes, green beans, garlic, spices",veg,1,0,0,0,0,1,0,0
Garlic chutney(1 small cup),1059.37,255.51,20.44,3.34,17.55,13.36,5.15,0,63.51,"Garlic, red chilies, oil, spices",veg,1,0,0,0,0,0,0,1
Schezwan chutney(1 cup),849.31,205.19,10.79,3.33,17.72,5.66,5.72,0.79,35.46,"Garlic, red chilies, soy sauce, vinegar",veg,1,0,0,0,0,0,0,1
Onion chutney(1 cup),597.26,143.94,13.52,2.97,8.38,6.8,4.6,0,28.5,"Onions, tamarind, spices",veg,1,0,0,0,0,0,0,1
Dates chutney (1 cup),432.86,103.57,21.69,1.07,1.12,18.68,3.41,0,28.72,"Dates, tamarind, jaggery",veg,1,0,0,0,0,0,0,1
Chicken salad(1 plate),1404.73,338.19,1.3,15.33,30.26,0.96,2,47.62,43.19,"Chicken, lettuce, mayonnaise, vegetables",non veg,1,1,0,0,0,0,0,0
Macaroni salad(1 plate),1095.94,262.19,21.63,5.02,17.78,3.73,0.56,58.64,35.7,"Macaroni, mayonnaise, vegetables",veg,1,1,0,0,0,0,0,0
Kale salad(1 plate),737.53,177.71,5.01,4.86,15.33,3.31,1.36,6.12,109.11,"Kale, olive oil, lemon, spices",veg,1,1,0,0,0,0,0,0
Spinach and paneer souffle (1 piece),779.43,186.19,9.64,7.56,13.49,2.81,1.07,76.02,114.32,"Spinach, paneer, eggs, cheese",veg,1,1,0,0,0,0,0,0
Masala souffle (1 piece),514.23,123.51,8.02,6.38,7.37,1.84,1.24,86.45,103.68,"Eggs, spices, cheese",veg,1,1,0,0,0,0,0,0
Chicken and cheese souffle(1 piece),758.11,182.35,3.47,9.07,14.74,2.46,0.26,89.24,61.71,"Chicken, cheese, eggs, cream",non veg,1,0,0,0,0,0,0,1
Tamarind chutney (1 cup),456.54,109.15,25.07,0.88,0.48,22.85,1.65,0.68,40.3,"Tamarind, jaggery, spices",veg,0,0,0,0,0,0,0,1
